NA_Sales_Log,JP_Sales_Log,EU_Sales_Log,Other_Sales_Log,Critic_Count,User_Count,Microsoft,Nintendo,Other,PC,PlayStation,Action,Casual,RPG,Simulation,Sports,Strategy,Global_Sales
0.08617769624105241,0.0,1.9768549529047348,0.0,57,2199.0,0,0,0,1,0,0,0,1,0,0,0,6.31
1.244154593958768,1.3532545070416904,0.6043159668533296,0.11332868530700327,21,25.0,0,1,0,0,0,1,0,0,0,0,0,6.3
1.413423028508143,0.01980262729617973,1.33500106673234,0.28517894223366247,22,81.0,0,0,0,0,1,1,0,0,0,0,0,6.27
1.6193882432872684,0.06765864847381486,0.9516578757114463,0.4054651081081644,96,1510.0,1,0,0,0,0,1,0,0,0,0,0,6.21
1.5933085305042167,0.02955880224154443,1.0043016091968684,0.412109650826833,51,95.0,1,0,0,0,0,0,0,0,0,1,0,6.19
1.5129270120532565,0.06765864847381486,1.0577902941478545,0.47000362924573563,88,2301.0,1,0,0,0,0,1,0,0,0,0,0,6.09
0.5877866649021191,0.04879016416943205,1.673351238177753,0.6471032420585385,47,993.0,0,0,0,0,1,0,0,0,0,1,0,6.08
1.2383742310432684,0.6259384308664954,1.1019400787607843,0.5423242908253617,42,1035.0,0,0,0,0,1,1,0,0,0,0,0,6.05
1.6992786164338898,0.14842000511827322,0.7884573603642703,0.17395330712343798,21,25.0,0,0,1,0,0,1,0,0,0,0,0,6.03
1.430311246536665,0.5766133643039938,1.0402767116551463,0.2151113796169455,20,934.0,0,0,0,0,1,1,0,0,0,0,0,6.03
1.2892326482767593,0.6043159668533296,0.9969486348916096,0.5988365010887039,82,3575.0,0,0,0,0,1,1,0,0,0,0,0,5.99
1.0577902941478545,1.2029723039923526,0.0,1.007957920399979,64,982.0,0,0,0,0,1,0,0,1,0,0,0,5.95
1.2267122912954254,0.25464221837358075,1.1600209167967532,0.688134638736401,98,8039.0,0,0,0,0,1,1,0,0,0,0,0,5.89
1.33500106673234,0.1570037488096647,1.091923300517313,0.6259384308664954,85,5319.0,0,0,0,0,1,1,0,0,0,0,0,5.82
